Gene_Symbol,Uniprot_ID,Polar,Neutral,Hydrophobicity,0-2.78,2.95-4.0,4.03-8.08,4.9-6.2,8.0-9.2,10.4-13.0,0-1.08,0.128-0.186,0.219-0.409,Positive,Neutral,Negative,Buried,Exposed,Intermediate,Helix,Strand,Coil,(-0.20~0.16),(-0.3~ -0.52),(-0.98~ -2.46),High (5-21%),Medium (1.12-3.64%),Low (0-0.83%),High (1.21-2.02),Medium (0.63-1.12),Low (0.14-0.29),High (4-30%) ,Medium (1-3%) ,Low (0-1%) ,High (25-100%) ,Medium (5-18%) ,Low (0-4%) ,High (0.25-11) ,Medium (-0.25 – 0.17) ,Low (-0.3 - -0.8) ,High (1.18-2.07) ,Medium (0.84-1.16) ,Low (0.41-0.8) ,High (0.95-1.8) ,Medium (0.5-0.95) ,Low (0-0.5) ,High (?2.25) ,Medium (1.6-2.3) ,Low (?1.5) ,High  (?1.4) ,Medium (0.79-1.21) ,Low (?0.76) ,High (477-1197) ,Medium (95-423) ,Low (<95) ,Low (75-105),Medium (115-155),High (165-204),(-4.2 - -3.3),(-3.07 – 2.26),(-1.78 - -1.05),>1,1,0,>1,1,0,High (9-65 g/100g) ,Medium (1.14-7.44 g/100g) ,Low (0.048-0.82,Very flexible,Moderately flexible,Less flexible,Target
BCO1,Q9HAY6,32.5,38.75,28.75,33.75,32.5,33.75,35,28.75,36.25,30,36.25,33.75,15,75,10,40,32.5,27.5,42.5,28.75,28.75,40,21.25,38.75,18.75,58.75,22.5,35,53.75,11.25,26.25,30,43.75,31.25,25,43.75,36.25,40,23.75,32.5,42.5,25,46.25,38.75,15,36.25,48.75,15,50,43.75,6.25,53.75,33.75,12.5,27.5,52.5,20,45,30,25,28.75,57.5,13.75,16.25,53.75,30,18.75,51.25,30,30,32.5,37.5,0
CA5A,P35218,26.25,40,33.75,42.5,30,27.5,35,37.5,27.5,31.25,41.25,27.5,10,86.25,3.75,38.75,26.25,35,35,31.25,33.75,33.75,25,41.25,21.25,57.5,21.25,28.75,67.5,3.75,23.75,33.75,42.5,26.25,31.25,42.5,27.5,47.5,25,32.5,41.25,26.25,40,43.75,16.25,46.25,48.75,5,48.75,36.25,15,50,36.25,13.75,16.25,66.25,17.5,42.5,37.5,20,35,43.75,21.25,16.25,52.5,31.25,20,48.75,31.25,15,51.25,33.75,0
APOC3,P02656,28.75,41.25,30,43.75,33.75,22.5,32.5,37.5,30,42.5,35,22.5,10,78.75,11.25,45,28.75,26.25,55,21.25,23.75,37.5,28.75,33.75,31.25,57.5,11.25,33.75,57.5,8.75,18.75,33.75,47.5,23.75,28.75,47.5,30,48.75,21.25,35,41.25,23.75,23.75,55,21.25,30,58.75,11.25,41.25,53.75,5,42.5,41.25,16.25,17.5,51.25,31.25,36.25,31.25,32.5,35,57.5,7.5,8.75,41.25,50,12.5,48.75,38.75,18.75,40,41.25,0
CETP,P11597,22.5,43.75,33.75,40,38.75,21.25,36.25,36.25,27.5,35,43.75,21.25,8.75,86.25,5,51.25,22.5,26.25,53.75,27.5,18.75,38.75,25,36.25,25,68.75,6.25,41.25,55,3.75,22.5,20,57.5,21.25,21.25,57.5,27.5,47.5,25,30,46.25,23.75,30,47.5,22.5,21.25,62.5,16.25,40,51.25,8.75,45,35,20,20,50,30,31.25,41.25,27.5,26.25,56.25,17.5,11.25,50,38.75,15,51.25,33.75,15,35,50,0
ANTXR2,P58335,27.5,35,37.5,36.25,38.75,25,40,32.5,27.5,27.5,47.5,25,10,81.25,8.75,50,27.5,22.5,45,23.75,31.25,35,18.75,46.25,25,53.75,21.25,26.25,68.75,5,18.75,25,56.25,26.25,17.5,56.25,27.5,43.75,28.75,33.75,36.25,30,32.5,45,22.5,40,50,10,38.75,50,11.25,38.75,43.75,17.5,15,67.5,17.5,36.25,32.5,31.25,27.5,65,7.5,13.75,48.75,37.5,16.25,47.5,36.25,20,33.75,46.25,0
CDON,Q4KMG0,17.5,46.25,36.25,45,37.5,17.5,38.75,37.5,23.75,33.75,48.75,17.5,5,88.75,6.25,46.25,17.5,36.25,38.75,30,31.25,28.75,28.75,42.5,21.25,72.5,6.25,28.75,65,6.25,17.5,28.75,53.75,20,26.25,53.75,23.75,52.5,23.75,30,43.75,26.25,32.5,38.75,28.75,26.25,63.75,10,40,47.5,12.5,46.25,32.5,21.25,15,62.5,22.5,33.75,31.25,35,26.25,56.25,17.5,15,51.25,33.75,16.25,61.25,22.5,16.25,36.25,47.5,0
ABCA1,O95477,25,31.25,43.75,31.25,42.5,26.25,46.25,26.25,27.5,16.25,57.5,26.25,8.75,87.5,3.75,50,25,25,46.25,31.25,22.5,30,18.75,51.25,12.5,68.75,18.75,26.25,71.25,2.5,23.75,18.75,57.5,25,17.5,57.5,27.5,37.5,35,25,38.75,36.25,41.25,33.75,25,42.5,45,12.5,33.75,48.75,17.5,36.25,40,23.75,16.25,65,18.75,27.5,43.75,28.75,23.75,56.25,20,20,47.5,32.5,22.5,42.5,35,15,40,45,0
ACVR2B,Q13705,32.5,37.5,30,41.25,35,23.75,33.75,32.5,33.75,33.75,42.5,23.75,11.25,75,13.75,47.5,32.5,20,47.5,26.25,26.25,37.5,33.75,28.75,26.25,56.25,17.5,41.25,52.5,6.25,20,36.25,43.75,30,26.25,43.75,33.75,45,21.25,40,31.25,28.75,33.75,46.25,20,31.25,51.25,17.5,45,46.25,8.75,46.25,35,18.75,17.5,48.75,33.75,41.25,25,33.75,23.75,56.25,20,17.5,50,32.5,18.75,46.25,35,26.25,37.5,36.25,0
CFC1,P0CG37,30,43.75,26.25,35,36.25,28.75,28.75,35,36.25,30,41.25,28.75,11.25,80,8.75,38.75,30,31.25,46.25,26.25,27.5,37.5,28.75,33.75,22.5,60,17.5,32.5,65,2.5,27.5,31.25,41.25,32.5,26.25,41.25,36.25,43.75,20,40,40,20,36.25,48.75,15,28.75,56.25,15,48.75,45,6.25,55,35,10,21.25,57.5,21.25,42.5,33.75,23.75,32.5,53.75,13.75,16.25,50,33.75,17.5,47.5,35,25,38.75,36.25,0
AP3B1,O00203,35,41.25,23.75,45,32.5,22.5,25,40,35,42.5,35,22.5,11.25,75,13.75,37.5,35,27.5,46.25,15,38.75,35,37.5,27.5,33.75,58.75,7.5,33.75,60,6.25,21.25,33.75,45,25,30,45,35,42.5,22.5,53.75,26.25,20,30,60,10,23.75,53.75,22.5,51.25,41.25,7.5,51.25,35,13.75,17.5,56.25,26.25,42.5,33.75,23.75,35,57.5,7.5,6.25,53.75,40,11.25,53.75,35,16.25,48.75,35,0
ALDOB,P05062,38.75,30,31.25,31.25,47.5,21.25,31.25,28.75,40,30,48.75,21.25,12.5,75,12.5,43.75,38.75,17.5,48.75,25,26.25,40,27.5,32.5,23.75,63.75,12.5,31.25,66.25,2.5,27.5,25,47.5,35,17.5,47.5,40,35,25,45,40,15,33.75,52.5,13.75,26.25,48.75,25,46.25,50,3.75,47.5,42.5,10,16.25,60,23.75,32.5,41.25,26.25,32.5,53.75,13.75,6.25,53.75,40,8.75,52.5,38.75,21.25,38.75,40,0
CDH1,P12830,28.75,38.75,32.5,42.5,30,27.5,35,33.75,31.25,32.5,40,27.5,12.5,76.25,11.25,42.5,28.75,28.75,42.5,28.75,28.75,35,27.5,37.5,20,57.5,22.5,35,57.5,7.5,20,32.5,47.5,30,22.5,47.5,31.25,46.25,22.5,28.75,42.5,28.75,32.5,45,22.5,42.5,50,7.5,43.75,45,11.25,46.25,36.25,17.5,18.75,55,26.25,37.5,28.75,33.75,28.75,57.5,13.75,17.5,50,32.5,18.75,48.75,32.5,27.5,36.25,36.25,0
CPOX,P36551,17.5,58.75,23.75,62.5,18.75,18.75,23.75,57.5,18.75,50,31.25,18.75,11.25,87.5,1.25,58.75,17.5,23.75,40,17.5,42.5,53.75,20,26.25,46.25,37.5,16.25,56.25,43.75,0,17.5,20,62.5,18.75,18.75,62.5,18.75,66.25,15,41.25,38.75,20,25,57.5,17.5,35,63.75,1.25,55,31.25,13.75,56.25,28.75,15,13.75,65,21.25,53.75,27.5,18.75,28.75,57.5,13.75,11.25,60,28.75,12.5,51.25,36.25,13.75,30,56.25,0
CCBE1,Q6UXH8,27.5,46.25,26.25,48.75,25,26.25,31.25,40,28.75,33.75,40,26.25,16.25,73.75,10,41.25,27.5,31.25,45,25,30,28.75,37.5,33.75,23.75,61.25,15,46.25,46.25,7.5,18.75,31.25,50,20,30,50,28.75,52.5,18.75,36.25,36.25,27.5,37.5,42.5,20,35,46.25,18.75,48.75,35,16.25,50,30,20,23.75,47.5,28.75,43.75,26.25,30,27.5,55,17.5,15,50,35,16.25,45,38.75,23.75,35,41.25,0
C3,P01024,17.5,46.25,36.25,45,40,15,37.5,41.25,21.25,35,50,15,5,85,10,43.75,17.5,38.75,43.75,26.25,30,22.5,30,47.5,20,76.25,3.75,27.5,67.5,5,11.25,31.25,57.5,17.5,25,57.5,21.25,51.25,27.5,27.5,47.5,25,28.75,43.75,27.5,22.5,63.75,13.75,35,51.25,13.75,38.75,38.75,22.5,13.75,60,26.25,28.75,33.75,37.5,22.5,62.5,15,6.25,55,38.75,10,62.5,27.5,16.25,31.25,52.5,0
CFI,P05156,30,26.25,43.75,33.75,33.75,32.5,47.5,18.75,33.75,18.75,48.75,32.5,16.25,77.5,6.25,48.75,30,21.25,47.5,40,12.5,25,37.5,37.5,8.75,75,16.25,42.5,51.25,6.25,27.5,21.25,51.25,22.5,26.25,51.25,33.75,42.5,23.75,27.5,33.75,38.75,33.75,32.5,33.75,40,43.75,16.25,40,43.75,16.25,43.75,28.75,27.5,25,45,30,31.25,28.75,40,28.75,48.75,22.5,27.5,36.25,36.25,28.75,40,31.25,18.75,50,31.25,0
CD46,P15529,23.75,42.5,33.75,41.25,27.5,31.25,41.25,33.75,25,22.5,46.25,31.25,11.25,76.25,12.5,42.5,23.75,33.75,42.5,31.25,26.25,21.25,28.75,50,16.25,63.75,20,32.5,57.5,10,12.5,28.75,58.75,18.75,22.5,58.75,25,48.75,26.25,26.25,40,33.75,42.5,40,17.5,45,33.75,21.25,32.5,45,22.5,33.75,47.5,18.75,23.75,48.75,27.5,35,35,30,20,65,15,21.25,37.5,41.25,25,33.75,41.25,26.25,30,43.75,0
CD59,P13987,25,35,40,43.75,33.75,22.5,42.5,28.75,28.75,31.25,46.25,22.5,7.5,86.25,6.25,52.5,25,22.5,35,36.25,28.75,36.25,28.75,35,20,67.5,12.5,37.5,55,7.5,22.5,22.5,55,23.75,21.25,55,28.75,48.75,22.5,31.25,36.25,32.5,32.5,38.75,28.75,35,56.25,8.75,41.25,45,13.75,45,32.5,22.5,15,56.25,28.75,30,35,35,22.5,57.5,20,23.75,45,31.25,25,53.75,21.25,15,47.5,37.5,0
AK1,P00568,32.5,36.25,31.25,37.5,36.25,26.25,33.75,32.5,33.75,33.75,40,26.25,16.25,71.25,12.5,41.25,32.5,26.25,48.75,23.75,27.5,27.5,37.5,35,23.75,68.75,7.5,38.75,55,6.25,21.25,30,48.75,21.25,30,48.75,33.75,43.75,22.5,46.25,32.5,21.25,31.25,48.75,20,23.75,50,26.25,50,41.25,8.75,51.25,31.25,17.5,25,52.5,22.5,46.25,21.25,32.5,35,52.5,12.5,6.25,52.5,41.25,11.25,55,33.75,20,38.75,41.25,0
COL4A4,P53420,15,48.75,36.25,50,26.25,23.75,40,42.5,17.5,31.25,45,23.75,10,87.5,2.5,51.25,15,33.75,30,30,40,28.75,25,46.25,27.5,58.75,13.75,36.25,58.75,5,15,21.25,63.75,12.5,23.75,63.75,17.5,58.75,23.75,35,37.5,27.5,38.75,38.75,22.5,38.75,48.75,12.5,45,33.75,21.25,47.5,33.75,18.75,18.75,68.75,12.5,47.5,27.5,25,27.5,55,17.5,17.5,52.5,30,20,52.5,27.5,13.75,33.75,52.5,0
COL4A3,Q01955,23.75,50,26.25,57.5,23.75,18.75,26.25,50,23.75,37.5,43.75,18.75,12.5,81.25,6.25,53.75,23.75,22.5,43.75,16.25,40,38.75,25,36.25,32.5,60,7.5,48.75,48.75,2.5,17.5,12.5,70,13.75,16.25,70,23.75,58.75,17.5,41.25,36.25,22.5,30,50,20,36.25,50,13.75,42.5,36.25,21.25,42.5,40,17.5,13.75,62.5,23.75,36.25,37.5,26.25,22.5,70,7.5,10,40,50,11.25,42.5,46.25,8.75,32.5,58.75,0
ATP2C1,P98194,38.75,30,31.25,31.25,41.25,27.5,32.5,26.25,41.25,25,47.5,27.5,13.75,72.5,13.75,38.75,38.75,22.5,47.5,25,27.5,31.25,32.5,36.25,18.75,68.75,12.5,27.5,67.5,5,27.5,28.75,43.75,31.25,25,43.75,41.25,35,23.75,43.75,36.25,20,41.25,43.75,15,30,43.75,26.25,41.25,50,8.75,43.75,45,11.25,20,56.25,23.75,35,36.25,28.75,32.5,55,12.5,12.5,41.25,46.25,15,45,40,21.25,43.75,35,0
AGL,P35573,42.5,30,27.5,28.75,40,31.25,32.5,23.75,43.75,23.75,45,31.25,15,67.5,17.5,32.5,42.5,25,50,25,25,31.25,31.25,37.5,11.25,68.75,20,30,60,10,26.25,35,38.75,36.25,25,38.75,43.75,31.25,25,40,32.5,27.5,40,45,15,37.5,40,22.5,47.5,45,7.5,48.75,36.25,15,23.75,50,26.25,35,32.5,32.5,27.5,61.25,11.25,13.75,47.5,38.75,16.25,45,38.75,31.25,38.75,30,0
ALDOA,P04075,33.75,38.75,27.5,40,38.75,21.25,31.25,33.75,35,32.5,46.25,21.25,12.5,75,12.5,42.5,33.75,23.75,46.25,26.25,27.5,38.75,25,36.25,21.25,65,13.75,36.25,55,8.75,22.5,27.5,50,30,20,50,35,42.5,22.5,33.75,47.5,18.75,41.25,43.75,15,32.5,46.25,21.25,43.75,47.5,8.75,45,42.5,12.5,18.75,52.5,28.75,31.25,41.25,27.5,25,58.75,16.25,8.75,50,41.25,10,50,40,25,30,45,0
COL17A1,Q9UMD9,26.25,58.75,15,55,23.75,21.25,18.75,52.5,28.75,52.5,26.25,21.25,13.75,78.75,7.5,31.25,26.25,42.5,33.75,28.75,37.5,33.75,45,21.25,32.5,57.5,10,48.75,45,6.25,21.25,43.75,35,21.25,43.75,35,28.75,61.25,10,46.25,42.5,11.25,31.25,57.5,11.25,17.5,67.5,15,68.75,27.5,3.75,71.25,21.25,7.5,21.25,50,28.75,50,31.25,18.75,33.75,46.25,20,6.25,66.25,27.5,7.5,66.25,26.25,20,46.25,33.75,0
ADAMTSL2,Q86TH1,25,43.75,31.25,53.75,23.75,22.5,31.25,42.5,26.25,46.25,31.25,22.5,8.75,82.5,8.75,48.75,25,26.25,33.75,35,31.25,38.75,35,26.25,30,52.5,17.5,45,50,5,17.5,40,42.5,23.75,33.75,42.5,26.25,55,18.75,36.25,38.75,25,27.5,53.75,18.75,36.25,57.5,6.25,50,41.25,8.75,51.25,35,13.75,11.25,55,33.75,42.5,30,27.5,27.5,46.25,26.25,18.75,50,31.25,20,53.75,26.25,16.25,51.25,32.5,0
ABCB4,P21439,27.5,37.5,35,40,28.75,31.25,36.25,35,28.75,37.5,31.25,31.25,13.75,76.25,10,45,27.5,27.5,46.25,27.5,26.25,31.25,30,38.75,25,62.5,12.5,38.75,55,6.25,18.75,28.75,52.5,18.75,28.75,52.5,28.75,41.25,30,36.25,38.75,25,33.75,52.5,13.75,30,48.75,21.25,43.75,46.25,10,45,38.75,16.25,23.75,51.25,25,43.75,32.5,23.75,32.5,51.25,16.25,10,52.5,37.5,17.5,51.25,31.25,16.25,43.75,40,0
ABAT,P80404,31.25,36.25,32.5,35,38.75,26.25,36.25,28.75,35,27.5,46.25,26.25,8.75,80,11.25,41.25,31.25,27.5,52.5,22.5,25,37.5,23.75,38.75,22.5,63.75,13.75,26.25,66.25,7.5,23.75,25,51.25,31.25,17.5,51.25,35,41.25,23.75,35,38.75,26.25,32.5,48.75,18.75,37.5,47.5,15,37.5,50,12.5,41.25,41.25,17.5,21.25,53.75,25,33.75,36.25,30,33.75,58.75,7.5,15,41.25,43.75,20,41.25,38.75,23.75,37.5,38.75,0
CHMP2B,Q9UQN3,48.75,22.5,28.75,26.25,41.25,32.5,28.75,21.25,50,25,42.5,32.5,26.25,61.25,12.5,38.75,48.75,12.5,66.25,21.25,12.5,36.25,36.25,27.5,16.25,72.5,11.25,45,51.25,3.75,37.5,21.25,41.25,32.5,26.25,41.25,50,28.75,21.25,42.5,41.25,16.25,40,42.5,17.5,26.25,41.25,32.5,47.5,48.75,3.75,48.75,37.5,13.75,30,41.25,28.75,36.25,33.75,30,41.25,46.25,12.5,5,41.25,53.75,7.5,40,52.5,22.5,42.5,35,0
ALX3,O95076,18.75,65,16.25,63.75,17.5,18.75,20,57.5,22.5,32.5,48.75,18.75,7.5,83.75,8.75,40,18.75,41.25,41.25,13.75,45,40,13.75,46.25,26.25,62.5,11.25,37.5,55,7.5,13.75,16.25,70,20,10,70,22.5,66.25,11.25,22.5,60,17.5,47.5,40,12.5,50,42.5,7.5,28.75,38.75,32.5,32.5,56.25,11.25,16.25,56.25,27.5,28.75,50,21.25,16.25,78.75,5,12.5,28.75,58.75,13.75,28.75,57.5,21.25,15,63.75,0
ANLN,Q9NQW6,43.75,40,16.25,43.75,28.75,27.5,16.25,38.75,45,32.5,40,27.5,21.25,65,13.75,23.75,43.75,32.5,57.5,13.75,28.75,36.25,41.25,22.5,22.5,63.75,13.75,42.5,55,2.5,31.25,32.5,36.25,36.25,27.5,36.25,45,43.75,11.25,42.5,43.75,13.75,37.5,51.25,11.25,36.25,43.75,20,51.25,33.75,15,52.5,35,12.5,26.25,41.25,32.5,40,35,25,42.5,47.5,10,5,47.5,47.5,8.75,36.25,55,27.5,43.75,28.75,0
APOL1,O14791,27.5,40,32.5,46.25,33.75,20,33.75,38.75,27.5,40,40,20,8.75,77.5,13.75,50,27.5,22.5,42.5,26.25,31.25,36.25,26.25,37.5,30,58.75,11.25,35,57.5,7.5,13.75,30,56.25,22.5,21.25,56.25,27.5,50,22.5,36.25,43.75,20,30,52.5,17.5,31.25,51.25,17.5,37.5,52.5,10,37.5,50,12.5,13.75,56.25,30,35,33.75,31.25,25,62.5,12.5,8.75,43.75,47.5,12.5,51.25,36.25,18.75,33.75,47.5,0
ACTN4,O43707,38.75,41.25,20,47.5,26.25,26.25,25,33.75,41.25,43.75,30,26.25,8.75,73.75,17.5,37.5,38.75,23.75,42.5,20,37.5,53.75,20,26.25,27.5,56.25,16.25,35,47.5,17.5,23.75,36.25,40,37.5,22.5,40,41.25,41.25,17.5,38.75,40,21.25,42.5,50,7.5,43.75,45,11.25,47.5,45,7.5,50,40,10,20,47.5,32.5,41.25,33.75,25,28.75,60,11.25,15,42.5,42.5,18.75,47.5,33.75,30,37.5,32.5,0
COL25A1,Q9BXS0,23.75,46.25,30,48.75,32.5,18.75,31.25,41.25,27.5,36.25,45,18.75,11.25,80,8.75,50,23.75,26.25,53.75,18.75,27.5,38.75,25,36.25,28.75,65,6.25,41.25,53.75,5,18.75,20,61.25,21.25,17.5,61.25,27.5,53.75,18.75,28.75,50,21.25,32.5,42.5,25,27.5,58.75,13.75,33.75,51.25,15,37.5,42.5,20,18.75,50,31.25,32.5,33.75,33.75,26.25,63.75,10,8.75,42.5,48.75,11.25,46.25,42.5,18.75,26.25,55,0
ACVR1,Q04771,28.75,31.25,40,37.5,38.75,23.75,43.75,25,31.25,23.75,52.5,23.75,6.25,81.25,12.5,42.5,28.75,28.75,38.75,30,31.25,27.5,30,42.5,17.5,75,7.5,25,66.25,8.75,18.75,25,56.25,25,18.75,56.25,31.25,45,23.75,40,30,30,32.5,43.75,23.75,40,41.25,18.75,37.5,41.25,21.25,40,37.5,22.5,20,57.5,22.5,36.25,27.5,36.25,30,56.25,13.75,17.5,41.25,41.25,25,47.5,27.5,18.75,43.75,37.5,0
CPA6,Q8N4T0,30,37.5,32.5,33.75,35,31.25,38.75,28.75,32.5,26.25,42.5,31.25,15,77.5,7.5,45,30,25,48.75,27.5,23.75,31.25,27.5,41.25,21.25,61.25,17.5,33.75,57.5,8.75,25,26.25,48.75,22.5,28.75,48.75,32.5,41.25,26.25,36.25,35,28.75,42.5,38.75,18.75,33.75,45,21.25,45,46.25,8.75,47.5,36.25,16.25,25,55,20,41.25,32.5,26.25,31.25,55,13.75,17.5,43.75,38.75,18.75,43.75,37.5,21.25,37.5,41.25,0
CASP10,Q92851,36.25,27.5,36.25,33.75,42.5,23.75,37.5,23.75,38.75,28.75,47.5,23.75,11.25,72.5,16.25,42.5,36.25,21.25,46.25,21.25,32.5,27.5,35,37.5,21.25,68.75,10,21.25,70,8.75,22.5,32.5,45,28.75,26.25,45,38.75,33.75,27.5,45,27.5,27.5,35,41.25,23.75,27.5,50,22.5,38.75,55,6.25,41.25,40,18.75,16.25,61.25,22.5,35,25,40,32.5,60,7.5,13.75,43.75,42.5,15,55,30,21.25,43.75,35,0
APOB,P04114,27.5,42.5,30,43.75,35,21.25,33.75,37.5,28.75,33.75,45,21.25,12.5,76.25,11.25,45,27.5,27.5,55,18.75,26.25,33.75,27.5,38.75,25,62.5,12.5,37.5,55,7.5,17.5,27.5,55,23.75,21.25,55,28.75,48.75,22.5,27.5,45,27.5,33.75,41.25,25,28.75,57.5,13.75,36.25,51.25,12.5,37.5,40,22.5,20,47.5,32.5,31.25,32.5,36.25,23.75,67.5,8.75,8.75,48.75,42.5,11.25,47.5,41.25,23.75,27.5,48.75,0
CDC73,Q6P1J9,32.5,33.75,33.75,28.75,42.5,28.75,40,25,35,23.75,47.5,28.75,12.5,77.5,10,42.5,32.5,25,37.5,36.25,26.25,31.25,23.75,45,15,67.5,17.5,27.5,62.5,10,25,28.75,46.25,27.5,26.25,46.25,35,45,20,35,43.75,21.25,43.75,35,21.25,31.25,50,18.75,45,48.75,6.25,47.5,43.75,8.75,22.5,58.75,18.75,36.25,32.5,31.25,25,62.5,12.5,15,41.25,43.75,16.25,52.5,31.25,23.75,35,41.25,0
BAAT,Q14032,23.75,42.5,33.75,40,36.25,23.75,37.5,33.75,28.75,35,41.25,23.75,2.5,85,12.5,46.25,23.75,30,41.25,27.5,31.25,40,17.5,42.5,25,61.25,13.75,23.75,66.25,10,16.25,28.75,55,28.75,16.25,55,28.75,46.25,25,31.25,43.75,25,31.25,51.25,17.5,35,55,10,35,55,10,40,46.25,13.75,16.25,58.75,25,33.75,36.25,30,25,66.25,8.75,16.25,43.75,40,21.25,51.25,27.5,23.75,32.5,43.75,0
APC,P25054,45,27.5,27.5,31.25,51.25,17.5,28.75,25,46.25,31.25,51.25,17.5,10,70,20,33.75,45,21.25,63.75,8.75,27.5,36.25,35,28.75,22.5,73.75,3.75,23.75,68.75,7.5,26.25,35,38.75,38.75,22.5,38.75,46.25,28.75,25,50,26.25,23.75,28.75,51.25,20,22.5,53.75,23.75,42.5,52.5,5,43.75,33.75,22.5,17.5,51.25,31.25,31.25,28.75,40,35,60,5,2.5,51.25,46.25,7.5,52.5,40,25,41.25,33.75,0
ASPH,Q12797,20,55,25,53.75,20,26.25,26.25,51.25,22.5,52.5,21.25,26.25,11.25,85,3.75,46.25,20,33.75,31.25,25,43.75,38.75,33.75,27.5,43.75,41.25,15,41.25,55,3.75,18.75,35,46.25,16.25,37.5,46.25,22.5,60,17.5,48.75,33.75,17.5,27.5,60,12.5,22.5,68.75,8.75,60,36.25,3.75,62.5,30,7.5,17.5,65,17.5,57.5,26.25,16.25,37.5,51.25,11.25,12.5,60,27.5,15,62.5,22.5,12.5,48.75,38.75,0
COX4I2,Q96KJ9,32.5,47.5,20,42.5,26.25,31.25,25,40,35,33.75,35,31.25,15,73.75,11.25,35,32.5,32.5,52.5,20,27.5,36.25,35,28.75,26.25,57.5,16.25,45,50,5,23.75,32.5,43.75,27.5,28.75,43.75,35,48.75,16.25,43.75,32.5,23.75,33.75,55,11.25,33.75,47.5,18.75,52.5,33.75,13.75,55,30,15,27.5,43.75,28.75,48.75,28.75,22.5,32.5,55,12.5,13.75,48.75,37.5,18.75,37.5,43.75,26.25,38.75,35,0
CACNB4,O00305,36.25,52.5,11.25,56.25,22.5,21.25,13.75,48.75,37.5,52.5,26.25,21.25,15,71.25,13.75,22.5,36.25,41.25,40,20,40,41.25,41.25,17.5,33.75,50,16.25,38.75,51.25,10,23.75,48.75,27.5,35,37.5,27.5,37.5,53.75,8.75,43.75,47.5,8.75,33.75,60,6.25,35,53.75,11.25,63.75,31.25,5,65,30,5,20,48.75,31.25,47.5,32.5,20,45,41.25,13.75,5,60,35,6.25,56.25,37.5,30,45,25,0
ARHGEF9,O43307,35,28.75,36.25,38.75,40,21.25,36.25,27.5,36.25,36.25,42.5,21.25,6.25,72.5,21.25,48.75,35,16.25,40,31.25,28.75,37.5,23.75,38.75,21.25,65,13.75,25,63.75,11.25,15,38.75,46.25,32.5,21.25,46.25,36.25,38.75,25,32.5,47.5,20,37.5,45,17.5,33.75,47.5,18.75,28.75,66.25,5,30,61.25,8.75,10,55,35,28.75,32.5,38.75,20,63.75,16.25,12.5,35,52.5,15,52.5,32.5,25,35,40,0
ALG13,Q9NP73,28.75,35,36.25,41.25,37.5,21.25,40,30,30,35,43.75,21.25,10,76.25,13.75,43.75,28.75,27.5,35,36.25,28.75,27.5,31.25,41.25,18.75,68.75,12.5,28.75,58.75,12.5,16.25,35,48.75,23.75,27.5,48.75,30,46.25,23.75,31.25,46.25,22.5,36.25,41.25,22.5,32.5,48.75,18.75,41.25,51.25,7.5,42.5,43.75,13.75,16.25,56.25,27.5,31.25,32.5,36.25,26.25,56.25,17.5,12.5,46.25,41.25,13.75,60,26.25,22.5,37.5,40,0
AARS,P49588,30,41.25,28.75,43.75,28.75,27.5,30,36.25,33.75,36.25,36.25,27.5,11.25,80,8.75,38.75,30,31.25,42.5,27.5,30,40,25,35,21.25,63.75,15,35,57.5,7.5,25,26.25,48.75,28.75,22.5,48.75,33.75,40,26.25,28.75,50,21.25,42.5,47.5,10,36.25,48.75,15,42.5,46.25,11.25,46.25,41.25,12.5,20,51.25,28.75,31.25,50,18.75,30,52.5,17.5,13.75,51.25,35,17.5,48.75,33.75,20,43.75,36.25,0
CDKL5,O76039,45,21.25,33.75,20,50,30,35,17.5,47.5,17.5,52.5,30,18.75,63.75,17.5,40,45,15,55,27.5,17.5,27.5,37.5,35,11.25,78.75,10,35,62.5,2.5,30,25,45,33.75,21.25,45,47.5,30,22.5,46.25,35,18.75,38.75,41.25,20,18.75,45,36.25,41.25,52.5,6.25,43.75,42.5,13.75,26.25,46.25,27.5,33.75,28.75,37.5,27.5,60,12.5,8.75,43.75,47.5,12.5,46.25,41.25,26.25,37.5,36.25,0
CHRNA2,Q15822,22.5,51.25,26.25,51.25,23.75,25,27.5,47.5,25,33.75,41.25,25,11.25,81.25,7.5,40,22.5,37.5,40,21.25,38.75,31.25,26.25,42.5,23.75,58.75,17.5,35,61.25,3.75,17.5,28.75,53.75,21.25,25,53.75,25,52.5,22.5,30,45,25,40,43.75,16.25,40,51.25,8.75,41.25,40,18.75,43.75,41.25,15,16.25,61.25,22.5,37.5,38.75,23.75,25,62.5,12.5,13.75,48.75,37.5,15,45,40,18.75,35,46.25,0
CHRNB2,P17787,27.5,33.75,38.75,35,45,20,40,30,30,28.75,51.25,20,10,80,10,47.5,27.5,25,50,26.25,23.75,33.75,25,41.25,18.75,68.75,12.5,32.5,63.75,3.75,20,26.25,53.75,28.75,17.5,53.75,30,42.5,27.5,30,42.5,27.5,28.75,42.5,28.75,28.75,58.75,12.5,40,50,10,42.5,33.75,23.75,17.5,57.5,25,32.5,28.75,38.75,26.25,58.75,15,8.75,58.75,32.5,12.5,57.5,30,22.5,31.25,46.25,0
